ID,dataset,diversity,moral,market,innovation,ethnic_cultural,gender,sexual_ori,age,ability,religion,text
x1352651093252182016,1,Yes,No,No,No,No,No,No,No,No,No,"“Decisive and collective action is needed to build a society that helps to improve livelihoods, embraces diversity, nurtures talent and offers opportunities for everyone.” @alanjope, Unilever CEO 

#HealthySocietyForAll 

1/5 https://t.co/w6OWbznjKH"
x1357392477230010368,1,No,Yes,No,No,No,No,No,No,No,No,"We will increase the number of our advertisements featuring people from diverse groups, challenging stereotypes on-screen and on-set.  

#HealthySocietyForAll https://t.co/jqZD6dIYie"
x1387070897660563459,1,No,Yes,No,No,No,No,No,Yes,No,No,".@Degree – also sold as #Rexona, @Sure &amp; @Shield_ZA – has created the world’s 1st adaptive deodorant built with a diverse community of people with disabilities.

Because there should be no limits when something moves us.

#KeepMoving #YesToPositiveBea"
8,1,No,Yes,No,No,No,No,No,Yes,No,No,"Degree – also sold as Rexona, Sure and Shield – has created the world’s first adaptive deodorant built with a diverse community of people with disabilities. Because there should be no limits when something moves us. Find out more about Degree Inclusive an"
x1280452577994424321,1,Yes,No,No,Yes,Yes,Yes,No,No,No,No,"More than 4 in 10 young #LGBT people went back into the closet when they started their job. It’s time the tech sector addressed sexual, gender and racial discrimination. Pledge for change: https://t.co/6kORW2DcIH #Pride #ChangeTheFace https://t.co/zcOektr"
x1323236488352571392,1,No,Yes,No,No,No,No,No,No,No,No,We believe in inclusion for all. So we’re building networks to make sure no one is left behind in the digital society: https://t.co/074s2TLkyK #EveryoneConnected #EuropeConnected https://t.co/w7n23grKfH
x1351573285356646402,1,Yes,No,No,Yes,No,No,No,No,No,No,".@ReedExhibitions, part of RELX, has pledged to donate $1M over the next 5 years to selected not-for-profit partners around the world who are working to improve racial equality, inclusivity &amp; diversity. Learn more: https://t.co/aP7l21dz8S 

#RacialEqu"
x1349648535424217088,1,No,Yes,No,No,No,No,No,No,No,No,"Closing the #digital divide is essential for empowering individuals and driving economic recovery across the world. 🌍📲 
Find out more about how we're championing digital inclusion at VEON as we continue to deliver for our customers and create value for "
x1292747893510746112,1,No,Yes,No,No,No,No,No,No,No,Yes,Our Co-CEOs Kaan and Sergi outline why #connectivity and #digital inclusion will continue to be our strongest levers as we go forward and deliver for our customers and unlock value for shareholders. https://t.co/vPZxvk3k1C
x880457723778707456,1,No,Yes,No,No,No,No,No,No,No,No,"""People are an organisation's biggest asset. We must engage with our staff, and customers, to drive change."" #Diversity #SurveyingtheFuture https://t.co/DcBjSGk9B1"
x980605226385252352,1,No,No,Yes,No,No,No,No,No,No,No,"We understand that a #diverse, #inclusive workplace drives true innovation and leadership, no matter where they come from or who they are, to achieve their very best from the moment they join us and throughout their career at @ArcadisGlobal. https://t.co/"
x1236668002084491265,1,No,No,No,Yes,Yes,No,No,No,No,No,"""I am empowered to create my own pathways. Living in a culturally diverse society like the Middle East allowed me to grow professionally and personally, it’s been an amazing journey where I've been able to challenge assumptions made of women.” #ProudToBeM"
x1064541557846614017,1,No,Yes,No,No,No,No,No,No,No,No,Today 50+ global CEOs signed a pledge to #EmbraceDifference We’re proud to support @erts_eu leaders to foster talent from across the entire spectrum of society. Why is equal opportunity imperative to our mission? Hear from CEO Nancy McKinstry #inclusion h
x971809466713804802,1,Yes,No,No,Yes,Yes,No,No,No,No,No,"Up now is Serpil Timuray, Chief Commercial Operations and Strategy Officer, @VodafoneGroup who says ""Vodafone aspire for inclusion, leaving no one behind, especially disadvantaged parts of society inluding refugees and women"". https://t.co/6KrOSVjRj1"
x1103951093396992001,1,Yes,No,No,No,Yes,No,No,No,No,No,"Mobile is helping to empower women by giving millions access to healthcare, education and financial inclusion. This is how. #IWD2019 #ConnectedSheCan #FemaleHeroes https://t.co/7GwCfMtWJX"
x1202317146107326464,1,Yes,No,No,No,No,No,No,No,No,Yes,"Will this be the moment in history when technology recodes inequality?

A focus on financial inclusion is empowering Mastercard to bring the benefits of a growing economy to every corner of society.

Now is the time. #BetterWorkingWorld #WEF20
https://t.c"
x1218587858556084225,1,No,Yes,Yes,No,No,No,No,No,No,Yes,"Our Global Banking and Capital Markets Sector Leader, @JanBellens discusses the economic benefits of financial inclusion and the important role that customer insight plays in driving innovation in the financial sector. #BetterWorkingWorld #WEF20 https://t"
x1179833565749661701,1,No,No,No,No,Yes,No,No,No,No,No,Our survey shows that many investment firms understand gender diversity is a business imperative - but do they think they're doing enough? https://t.co/AXQ06I2sBu #GIINForum19
x1087469891089649664,1,No,No,No,No,No,No,No,No,No,No,Why inclusion and diversity are the recipe for a richer society https://t.co/G7jjdF89Af @ottolenghi #FutureIsInclusive #WEFLIVE #WEF19 https://t.co/LhEKIxwm67
x1075118588225351681,1,No,No,No,No,No,No,No,No,No,No,"According to our Global People Survey, 91% of KPMG Partners said they support diversity in the workplace. See more results from the survey here https://t.co/jL4elVZuWr #futureisinclusive"
x1019996472455000064,1,No,No,No,No,No,No,No,No,No,No,.@LauraJHay1 thinks leadership plays a big role in improving confidence within diverse employee groups https://t.co/FAnPPSPKeG https://t.co/xB3rJyRQYa
x1279037210373894145,1,No,No,No,No,No,Yes,No,No,No,No,"This year we're celebrating 25 years of Unity, our LGBT+ inclusion network. Founded in 1995, the network is one of the first of its kind. Moriaki Kida, our Unity global leader, reflects on this key milestone #ProudToBelong #BetterWorkingWorld #Pride2020 h"
x1239911364082249729,1,No,No,No,No,No,No,No,No,No,Yes,"There are 1.7 billion people in the global unbanked population. @JanBellens, our Global #Banking &amp; Capital Markets Sector Leader, discusses how a digital economy raises questions around identity and inclusion: https://t.co/mLyOX6sFV0 #BetterWorkingWor"
x1222963459077394432,1,No,No,Yes,No,No,No,No,No,No,Yes,Globally 1.7 billion people remain unbanked. Understanding the barriers they face can drive innovation &amp; lead to financial inclusion. Our Global Banking and Capital Markets Sector Leader @JanBellens discusses more in his blog. #BetterWorkingWorld #WEF
x1179664883207540737,1,No,No,No,No,No,No,No,No,No,No,"1.7b is the global unbanked population. While banks may rejoice at the prospect of a cashless society, a digital economy raises questions around identity and inclusion. #BetterWorkingWorld https://t.co/QRooe9oPJ1"
x1441421579452395521,1,No,No,No,No,No,No,No,No,No,No,"ICYMI: this week we launched the #ChangeTheFace Alliance, aimed at accelerating #diversity and #inclusion in the tech sector. Access resources at https://t.co/6kORW2DcIH and check out highlights from the launch event below 👇🏻👇🏼👇🏽👇🏾👇🏿 https://t.c"
x1441379389997035521,1,Yes,No,No,Yes,No,No,No,No,No,No,"We're working together for a more inclusive world by focusing on three key issues...

📱 Closing the mobile internet access gap
👩‍💻 Addressing the diversity problem in tech
🌍 Researching racial inequalities in philanthropy

Discover our #UNGA76 activit"
x1441379389997035521,1,No,No,No,No,No,No,No,No,No,Yes,"We're working together for a more inclusive world by focusing on three key issues...

📱 Closing the mobile internet access gap
👩‍💻 Addressing the diversity problem in tech
🌍 Researching racial inequalities in philanthropy

Discover our #UNGA76 activit"
x1220734130603859970,1,No,No,No,No,No,No,No,No,No,No,"Actions leaders can take to help build a #sustainable #digital society: 

Lead from a purpose

Assess the impacts of technology on all

Focus on building skills and diversity

#WEF20 #BetterWorkingWorld https://t.co/SaGmdFmn4a"
x1399811466241392642,1,Yes,No,No,No,No,Yes,No,No,No,No,"Happy #Pride Month! At KPMG we celebrate the diversity of our people, and we’re a proud supporter of our LGBTQ+ community around the world. This Pride we’re focusing on the power of allyship and the positive impact that it can have #futureisinclusive #pri"
x1438880796819869701,1,No,No,No,No,No,No,No,No,No,No,"This European #MobilityWeek, we are mobilizing to demand a change in the design of our cities.

Let's reclaim the space that has been gradually conquered by the car, with a focus on climate mitigation, community, inclusion &amp; accessibility.

#MobilityF"
x1148240366732226560,1,No,No,No,No,No,Yes,No,No,No,No,"Last week was #LGBTSTEMDay! @TataSteelEurope believes in diversity and inclusion – that’s why we’re proud to support the LBGT+ community within Science, Technology, Engineering and Maths #pride https://t.co/EQ4w3o513j"
x1354489224129609731,1,Yes,No,No,Yes,No,No,No,No,No,No,".@ReedExhibitions has pledged to donate $1M over the next 5 years to selected not-for-profit partners around the world who are working to improve #RacialEquality, #inclusivity &amp; #diversity. 

Learn more: https://t.co/LlJCPAcumo via @ExhibitionWorld"
x1364622413976260614,1,No,Yes,No,No,No,No,No,No,No,No,Elsevier is one of the Top 26 Employers That Value #Diversity and Offer #FlexibleWork. Job seekers are often on the lookout for companies that are  diverse &amp; flexible. #Elsevier is known for both. #elsevierlife #discoverelsevier https://t.co/MwEgCsGTx
x1371445852468838404,1,No,No,No,No,No,Yes,No,No,No,No,"""What has really come out of PROUD Experiences is a sense of unity in understanding how to help the travel industry become even more #inclusive &amp; #diverse."" Learn how Reed Exhibitions' @proudexperience empowers the #LGBTQ+ travel community: https://t."
x1372250134130593793,1,No,No,No,No,No,Yes,No,No,No,No,"""What has really come out of PROUD Experiences is a sense of unity in understanding how to help the travel industry become even more #inclusive &amp; #diverse."" Learn how Reed Exhibitions' @proudexperience empowers the #LGBTQ+ travel community: https://t."
x1372913064333434886,1,No,No,No,No,No,Yes,No,No,No,No,"""What has really come out of PROUD Experiences is a sense of unity in understanding how to help the travel industry become even more #inclusive &amp; #diverse."" Learn how Reed Exhibitions' @proudexperience empowers the #LGBTQ+ travel community: https://t."
x1372518057684393984,1,No,No,No,No,No,Yes,No,No,No,No,Always supporting #Inclusion at Reed Exhibitions. Find out how @proudexperience empowers the #LGBTQ+ travel community. Be #Proud 💪🏳️‍🌈🏳️‍⚧️ https://t.co/zzohWf1Buw
x1060166456397217792,1,No,No,No,No,Yes,No,No,No,No,No,We are proud to announce that @URW_group has been awarded a Gold banding for gender  in the @BITC Diversity Benchmark  in the UK â€“ reflecting our commitment to creating #inclusive workplaces where all employees are valued for their contribution: https:/
x1176049252302282752,1,No,Yes,No,Yes,No,No,No,No,No,No,"As our labor market is diversifying, attitudes towards foreign workers are shifting too. Asses your workforce's sentiments towards expats by downloading the Randstad Q3 Workmonitor: https://t.co/F2qhNSnmqB #diversity https://t.co/qmREv0rn7x"
